,task,descrip,vh_actions
218,Browse internet,Find Computer and in the chair in from of him. Switch on the computer. Look at it and browse typing addresses with the keyboard.,[FIND] <computer> (1.264) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [SWITCHON] <computer> (1.264) [TURNTO] <chair> (1.227) [LOOKAT] <chair> (1.227) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) 
219,Browse internet,"I walk to my office. I take a seat in front of my desk. I move my mouse around and turn on my computer. Once my computer is on, I type in my password. Once I'm on my desktop, I locate Google Chrome browser. I double-tap on that icon to enter the browser. I type in a web address to navigate to that location. I navigate to another web address when I am bored of the one I'm currently at.",[WALK] <home_office> (1.179) [WALK] <desk> (1.226) [FIND] <desk> (1.226) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <mouse> (1.268) [GRAB] <mouse> (1.268) [FIND] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) [GRAB] <mouse> (1.268) [TYPE] <keyboard> (1.266) 
220,Browse internet,Walk to the Home office. Sit on the chair. Switch on the computer. Type with keyboard for internet.,[WALK] <home_office> (1.179) [WALK] <chair> (1.227) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) 
221,Browse internet,"I want to search the web so I go into my office, see my computer on the desk so I go sit in front of it, turn on the computer and use the keyboard to browse the internet.",[WALK] <home_office> (1.179) [WALK] <desk> (1.226) [FIND] <desk> (1.226) [TURNTO] <desk> (1.226) [LOOKAT] <desk> (1.226) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) 
222,Browse internet,"Go to home office, turn on the computer, open the internet and browse around the internet.",[WALK] <home_office> (1.179) [WALK] <computer> (1.264) [SWITCHON] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
223,Browse internet,"Go find a computer, turn it on, click google, and browse the internet.",[WALK] <home_office> (1.179) [WALK] <computer> (1.264) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
224,Browse internet,Walk to the home office. Proceed to sit in the chair and turn on the computer. Browse the Web.,[WALK] <home_office> (1.179) [WALK] <chair> (1.227) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
225,Browse internet,Go to office. Turn on computer. Pull out chair. Sit in chair. Use keyboard and mouse.,[WALK] <home_office> (1.179) [WALK] <computer> (1.264) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <chair> (1.227) [PULL] <chair> (1.227) [SIT] <chair> (1.227) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) [FIND] <mouse> (1.268) [GRAB] <mouse> (1.268) 
226,Browse internet,I go to my home office. I sit on the chair right in front of my computer. I turn on the computer. Use the mouse to open the web browser. Use the keyboard to type the URL that I want to visit.,[WALK] <home_office> (1.179) [WALK] <chair> (1.227) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) [FIND] <mouse> (1.268) [TOUCH] <mouse> (1.268) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
227,Browse internet,I turn on computer. I use keyboard to type. I open browser. I search.,[WALK] <bedroom> (1.276) [WALK] <computer> (1.320) [FIND] <keyboard> (1.324) [TYPE] <keyboard> (1.324) [TURNTO] <computer> (1.320) [LOOKAT] <computer> (1.320) 
228,Browse internet,I pick up my phone. I touch it to navigate to the web browser. I can swipe and tap the screen to visit different websites. Then I read or watch the content within those websites.,[WALK] <home_office> (1.179) [WALK] <phone> (1.1000) [FIND] <phone> (1.1000) [GRAB] <phone> (1.1000) [TOUCH] <phone> (1.1000) [TURNTO] <phone> (1.1000) [LOOKAT] <phone> (1.1000) 
229,Browse internet,OPEN THE BROWSER ON YOUR COMPUTER,[FIND] <filing_cabinet> (1.312) [FIND] <computer> (1.320) [TURNTO] <computer> (1.320) [LOOKAT] <computer> (1.320) 
230,Browse internet,turn on the computer and browse the internet,[WALK] <home_office> (1.179) [WALK] <computer> (1.264) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) 
231,Browse internet,I walk to the home office. I sit on the chair. I switch on the computer. I look at my monitor. I open the browsing application by click the application using mouse. I type the book that I need to searching for (using keyboard). I found the book that I need. I read the book. I switch on the printer. I print the information that I get. I read carefully the book information that I got. I switch off the printer. I switch of the computer.,[WALK] <home_office> (1.179) [WALK] <chair> (1.227) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <fax_machine> (1.1000) [SWITCHON] <fax_machine> (1.1000) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) [FIND] <novel> (1.1001) [GRAB] <novel> (1.1001) [READ] <novel> (1.1001) [SWITCHOFF] <fax_machine> (1.1000) [SWITCHOFF] <computer> (1.264) 
232,Browse internet,"i'm walkin to the home office, i'm walking to the desk, i'm sitting on the chair, i'm turning on the computer and i'm browsing the internet.",[WALK] <home_office> (1.179) [WALK] <desk> (1.226) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
233,Browse internet,Browsing the internet contains checking the internet on the computer and opening web browser,[FIND] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
234,Browse internet,first ill go to the entrance hall ill enter into my home office after that i will switch on mylaptop and then with the use of mouse and keyboard i will browse,[WALK] <home_office> (1.179) [WALK] <home_office> (1.179) [WALK] <keyboard> (1.266) [FIND] <keyboard> (1.266) [GRAB] <keyboard> (1.266) [FIND] <laptop> (1.1000) [SWITCHON] <laptop> (1.1000) [FIND] <mouse> (1.268) [TOUCH] <mouse> (1.268) [TYPE] <keyboard> (1.266) [TURNTO] <laptop> (1.1000) [WATCH] <laptop> (1.1000) 
235,Browse internet,I want to surf the internet and look around at funny pictures.,[WALK] <home_office> (1.179) [WALK] <light> (1.267) [FIND] <light> (1.267) [SWITCHON] <light> (1.267) [FIND] <keyboard> (1.266) [GRAB] <keyboard> (1.266) [FIND] <desk> (1.226) [OPEN] <desk> (1.226) [PUTBACK] <keyboard> (1.266) <desk> (1.226) [FIND] <mouse> (1.268) [GRAB] <mouse> (1.268) [FIND] <mousepad> (1.269) [PUTBACK] <mouse> (1.268) <mousepad> (1.269) [PLUGIN] <keyboard> (1.266) [PLUGIN] <mouse> (1.268) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) [GRAB] <mouse> (1.268) [TOUCH] <mouse> (1.268) [TYPE] <keyboard> (1.266) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
236,Browse internet,"I sit on the chair and open my notebook in my bedroom, then i start my computer and open the browser tool in Windows (Chrome). I open a search engine and then type keyword i am looking for. Click o one page and close it...then another one and close it...reading content and making some favorites on bookmarks.",[FIND] <chair> (1.133) [SIT] <chair> (1.133) [FIND] <check> (1.1000) [FIND] <keyboard> (1.1001) [TYPE] <keyboard> (1.1001) [FIND] <bookmark> (1.1002) [GRAB] <bookmark> (1.1002) [TYPE] <keyboard> (1.1001) [GRAB] <bookmark> (1.1002) 
237,Browse internet,I walk into my home office and walk up to my desk. I pull out the chair and sit down. I turn on the computer. After the computer is turned on I click on the google icon. I enter Disney Cruise Line into the search bar and browse the internet.,[WALK] <home_office> (1.179) [WALK] <desk> (1.226) [FIND] <chair> (1.227) [PULL] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [TURNTO] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <keyboard> (1.266) [TURNTO] <keyboard> (1.266) [LOOKAT] <keyboard> (1.266) [TYPE] <keyboard> (1.266) 
238,Browse internet,Walk to home office. Walk to computer. Switch on Computer.,[WALK] <home_office> (1.179) [WALK] <computer> (1.264) [SWITCHON] <computer> (1.264) 
239,Browse internet,"Sit down at desk in home office, turn on computer, open browser on computer, browse internet",[WALK] <home_office> (1.179) [WALK] <chair> (1.227) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) 
240,Browse internet,Go to home office and browse the internet.,[RUN] <home_office> (1.179) [WALK] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <mouse> (1.268) [GRAB] <mouse> (1.268) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) [FIND] <keyboard> (1.266) [GRAB] <keyboard> (1.266) [TYPE] <keyboard> (1.266) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) [TOUCH] <mouse> (1.268) [TYPE] <keyboard> (1.266) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) [TOUCH] <mouse> (1.268) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
241,Browse internet,"I walk into the office, I find the computer. I turn on the computer. I find the chair. I sit down on the chair. I find the keyboard and mouse. I place my hands on the keyboard and mouse. I type on the keyboard to browse the internet.",[WALK] <home_office> (1.179) [WALK] <computer> (1.264) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <keyboard> (1.266) [FIND] <mouse> (1.268) [TOUCH] <keyboard> (1.266) [TOUCH] <mouse> (1.268) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) [TYPE] <keyboard> (1.266) 
242,Browse internet,I go to the home office. I put the laptop on the desk. I sit on the chair. I switch on my laptop and I type on the keyboard and browse the internet.,[WALK] <home_office> (1.179) [WALK] <laptop> (1.1000) [FIND] <laptop> (1.1000) [GRAB] <laptop> (1.1000) [FIND] <desk> (1.226) [OPEN] <desk> (1.226) [PUTBACK] <laptop> (1.1000) <desk> (1.226) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [SWITCHON] <laptop> (1.1000) [TURNTO] <laptop> (1.1000) [LOOKAT] <laptop> (1.1000) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) [TURNTO] <laptop> (1.1000) [LOOKAT] <laptop> (1.1000) 
243,Browse internet,"I go to the office and sit in a chair, I turn on the computer and grab the mouse. I type on the keyboard and starting working on the computer.",[WALK] <home_office> (1.179) [WALK] <desk> (1.226) [FIND] <desk> (1.226) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <mouse> (1.268) [GRAB] <mouse> (1.268) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
244,Browse internet,Browsing the internet for information.,[WALK] <home_office> (1.179) [WALK] <desk> (1.226) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <mouse> (1.268) [TOUCH] <mouse> (1.268) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
245,Browse internet,"walk to home office, look at the computer, switch on the computer, sit in the chair, type using keyboard for browsing the details in internet",[WALK] <home_office> (1.179) [WALK] <computer> (1.264) [FIND] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) 
246,Browse internet,I sit in the chair and switch computer on. I use the mouse and look at the computer. I then switch the computer off.,[WALK] <home_office> (1.179) [WALK] <chair> (1.227) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <mouse> (1.268) [GRAB] <mouse> (1.268) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) [SWITCHOFF] <computer> (1.264) 
247,Browse internet,Sit at computer and surf the web,[FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <mouse> (1.268) [GRAB] <mouse> (1.268) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
248,Browse internet,Browse the internet,[WALK] <home_office> (1.179) [WALK] <chair> (1.227) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [TURNTO] <chair> (1.227) [LOOKAT] <chair> (1.227) 
